Event Name,Event Date,Result,Fighter1,Fighter2,KD,Strikes,TD,Sub,Weight Class,Method,Round,Time
UFC 107: Penn vs Sanchez,"December 12, 2009",Frank Mir,Frank Mir,Cheick Kongo,1-0,2-0,0-0,1-0,Heavyweight,SUB-Guillotine-Choke,1,1:12
UFC 107: Penn vs Sanchez,"December 12, 2009",Jon Fitch,Jon Fitch,Mike Pierce,0-0,55-54,4-1,0-0,Welterweight,U-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009",Kenny Florian,Kenny Florian,Clay Guida,1-0,22-13,1-0,1-0,Lightweight,SUB-Rear-Naked-Choke,2,2:19
UFC 107: Penn vs Sanchez,"December 12, 2009",Stefan Struve,Stefan Struve,Paul Buentello,0-1,54-37,1-0,2-0,Heavyweight,M-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009",Alan Belcher,Alan Belcher,Wilson Gouveia,1-0,21-29,0-0,0-0,Catch Weight,KO/TKO-Punches,1,3:03
UFC 107: Penn vs Sanchez,"December 12, 2009",Matt Wiman,Matt Wiman,Shane Nelson,0-0,55-20,2-1,0-3,Lightweight,U-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009",Johny Hendricks,Johny Hendricks,Ricardo Funch,0-0,49-16,7-1,4-0,Welterweight,U-DEC,3,5:00
UFC 107: Penn vs Sanchez,"December 12, 2009",Rousimar Palhares,Rousimar Palhares,Lucio Linhares,0-0,6-8,1-2,3-2,Middleweight,SUB-Heel-Hook,2,3:21
UFC 107: Penn vs Sanchez,"December 12, 2009",DaMarques Johnson,DaMarques Johnson,Edgar Garcia,0-0,10-17,0-1,1-1,Welterweight,SUB-Triangle-Choke,1,4:03
UFC 107: Penn vs Sanchez,"December 12, 2009",TJ Grant,TJ Grant,Kevin Burns,1-1,28-14,1-0,0-0,Welterweight,KO/TKO-Punch,1,4:57
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Roy Nelson,Roy Nelson,Brendan Schaub,1-0,8-12,1-0,0-0,Heavyweight,KO/TKO-Punch,1,3:45
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Matt Hamill,Matt Hamill,Jon Jones,0-0,5-44,0-1,0-0,Light Heavyweight,DQ,1,4:14
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Kevin Ferguson,Kevin Ferguson,Houston Alexander,0-0,27-43,4-0,1-0,Catch Weight,U-DEC,3,5:00
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Frankie Edgar,Frankie Edgar,Matt Veach,0-0,25-7,0-3,1-0,Lightweight,SUB-Rear-Naked-Choke,2,2:20
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Matt Mitrione,Matt Mitrione,Marcus Jones,1-0,14-10,0-3,0-1,Heavyweight,KO/TKO-Punches,2,0:10
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",James McSweeney,James McSweeney,Darrill Schoonover,0-0,58-16,1-0,2-1,Heavyweight,KO/TKO-Knee,3,3:20
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Jon Madsen,Jon Madsen,Justin Wren,0-0,26-17,0-0,0-0,Heavyweight,S-DEC,3,5:00
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Brian Stann,Brian Stann,Rodney Wallace,0-0,36-15,0-7,0-2,Light Heavyweight,U-DEC,3,5:00
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",John Howard,John Howard,Dennis Hallman,1-0,14-8,2-2,0-2,Welterweight,KO/TKO-Punches,3,4:55
The Ultimate Fighter: Heavyweights Finale,"December 05, 2009",Mark Bocek,Mark Bocek,Joe Brammer,0-0,6-3,2-0,1-0,Lightweight,SUB-Rear-Naked-Choke,1,3:36
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Forrest Griffin,Forrest Griffin,Tito Ortiz,0-0,70-24,0-3,0-0,Light Heavyweight,S-DEC,3,5:00
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Josh Koscheck,Josh Koscheck,Anthony Johnson,0-0,19-16,2-0,1-0,Welterweight,SUB-Rear-Naked-Choke,2,4:47
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Paulo Thiago,Paulo Thiago,Jacob Volkmann,2-0,34-16,2-1,0-1,Welterweight,U-DEC,3,5:00
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Rogerio Nogueira,Rogerio Nogueira,Luiz Cane,1-0,14-3,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,1:56
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Amir Sadollah,Amir Sadollah,Phil Baroni,0-0,134-51,0-1,0-0,Welterweight,U-DEC,3,5:00
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Ben Saunders,Ben Saunders,Marcus Davis,0-0,22-8,0-0,0-0,Welterweight,KO/TKO-Knee,1,3:24
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Kendall Grove,Kendall Grove,Jake Rosholt,0-0,3-5,1-3,1-1,Middleweight,SUB-Triangle-Choke,1,3:59
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Brian Foster,Brian Foster,Brock Larson,0-0,28-6,2-1,0-1,Welterweight,KO/TKO-Punches,2,3:25
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",Draw,Caol Uno,Fabricio Camoes,0-0,28-22,2-5,0-2,Lightweight,M-DEC,3,5:00
UFC 106: Ortiz vs Griffin 2,"November 21, 2009",George Sotiropoulos,George Sotiropoulos,Jason Dent,0-0,33-25,3-0,2-0,Lightweight,SUB-Armbar,2,4:36
UFC 105: Couture vs Vera,"November 14, 2009",Randy Couture,Randy Couture,Brandon Vera,0-1,39-27,1-1,0-0,Light Heavyweight,U-DEC,3,5:00
UFC 105: Couture vs Vera,"November 14, 2009",Dan Hardy,Dan Hardy,Mike Swick,0-0,55-38,1-0,0-1,Welterweight,U-DEC,3,5:00
UFC 105: Couture vs Vera,"November 14, 2009",Michael Bisping,Michael Bisping,Denis Kang,0-1,29-11,3-0,1-0,Middleweight,KO/TKO-Punches,2,4:24
UFC 105: Couture vs Vera,"November 14, 2009",Matt Brown,Matt Brown,James Wilks,1-0,45-19,0-1,3-3,Welterweight,KO/TKO-Punches,3,2:27
UFC 105: Couture vs Vera,"November 14, 2009",Ross Pearson,Ross Pearson,Aaron Riley,0-0,59-15,0-0,0-0,Lightweight,KO/TKO,2,4:38
UFC 105: Couture vs Vera,"November 14, 2009",John Hathaway,John Hathaway,Paul Taylor,0-0,80-5,5-0,0-1,Welterweight,U-DEC,3,5:00
UFC 105: Couture vs Vera,"November 14, 2009",Terry Etim,Terry Etim,Shannon Gugerty,0-0,17-11,0-1,1-0,Lightweight,SUB-Guillotine-Choke,2,1:24
UFC 105: Couture vs Vera,"November 14, 2009",Nick Osipczak,Nick Osipczak,Matthew Riddle,0-0,46-28,0-4,1-0,Welterweight,KO/TKO-Punches,3,3:53
UFC 105: Couture vs Vera,"November 14, 2009",Dennis Siver,Dennis Siver,Paul Kelly,2-0,38-12,0-1,0-0,Lightweight,KO/TKO-Punches,2,2:53
UFC 105: Couture vs Vera,"November 14, 2009",Alexander Gustafsson,Alexander Gustafsson,Jared Hamman,1-0,6-6,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,0:41
UFC 105: Couture vs Vera,"November 14, 2009",Andre Winner,Andre Winner,Rolando Delgado,2-0,14-11,0-0,0-0,Lightweight,KO/TKO-Punch,1,3:22
UFC 104: Machida vs Shogun,"October 24, 2009",Lyoto Machida,Lyoto Machida,Mauricio Rua,0-0,35-80,0-0,0-0,Light Heavyweight,U-DEC,5,5:00
UFC 104: Machida vs Shogun,"October 24, 2009",Cain Velasquez,Cain Velasquez,Ben Rothwell,0-0,62-3,5-0,0-0,Heavyweight,KO/TKO-Punches,2,0:58
UFC 104: Machida vs Shogun,"October 24, 2009",Gleison Tibau,Gleison Tibau,Josh Neer,0-0,22-24,11-0,2-0,Lightweight,U-DEC,3,5:00
UFC 104: Machida vs Shogun,"October 24, 2009",Joe Stevenson,Joe Stevenson,Spencer Fisher,0-0,28-14,2-0,0-0,Lightweight,KO/TKO-Elbows,2,4:03
UFC 104: Machida vs Shogun,"October 24, 2009",Anthony Johnson,Anthony Johnson,Yoshiyuki Yoshida,1-0,10-0,0-0,0-0,Welterweight,KO/TKO-Punch,1,0:41
UFC 104: Machida vs Shogun,"October 24, 2009",Ryan Bader,Ryan Bader,Eric Schafer,2-0,52-25,3-0,0-1,Light Heavyweight,U-DEC,3,5:00
UFC 104: Machida vs Shogun,"October 24, 2009",Pat Barry,Pat Barry,Antoni Hardonk,1-0,29-29,0-0,0-0,Heavyweight,KO/TKO-Punches,2,2:30
UFC 104: Machida vs Shogun,"October 24, 2009",Chael Sonnen,Chael Sonnen,Yushin Okami,0-0,91-25,4-0,0-1,Middleweight,U-DEC,3,5:00
UFC 104: Machida vs Shogun,"October 24, 2009",Jorge Rivera,Jorge Rivera,Rob Kimmons,1-0,66-23,0-1,0-0,Middleweight,KO/TKO-Punches,3,1:53
UFC 104: Machida vs Shogun,"October 24, 2009",Kyle Kingsbury,Kyle Kingsbury,Razak Al-Hassan,0-0,25-31,2-1,0-0,Light Heavyweight,S-DEC,3,5:00
UFC 104: Machida vs Shogun,"October 24, 2009",Stefan Struve,Stefan Struve,Chase Gormley,0-0,12-8,1-1,3-1,Heavyweight,SUB-Triangle-Choke,1,4:04
UFC 103: Franklin vs Belfort,"September 19, 2009",Vitor Belfort,Vitor Belfort,Rich Franklin,0-0,9-4,0-0,0-0,Catch Weight,KO/TKO-Punch,1,3:02
UFC 103: Franklin vs Belfort,"September 19, 2009",Junior Dos Santos,Junior Dos Santos,Mirko Filipovic,0-0,70-22,0-0,0-0,Heavyweight,KO/TKO-Punches,3,2:00
UFC 103: Franklin vs Belfort,"September 19, 2009",Paul Daley,Paul Daley,Martin Kampmann,0-0,27-12,0-0,0-0,Welterweight,KO/TKO-Punches,1,2:31
UFC 103: Franklin vs Belfort,"September 19, 2009",Josh Koscheck,Josh Koscheck,Frank Trigg,1-0,9-1,0-0,0-0,Welterweight,KO/TKO-Punch,1,1:25
UFC 103: Franklin vs Belfort,"September 19, 2009",Tyson Griffin,Tyson Griffin,Hermes Franca,1-0,67-11,0-0,0-0,Lightweight,KO/TKO-Punch,2,3:26
UFC 103: Franklin vs Belfort,"September 19, 2009",Efrain Escudero,Efrain Escudero,Cole Miller,1-0,10-6,1-0,0-0,Lightweight,KO/TKO-Punch,1,3:36
UFC 103: Franklin vs Belfort,"September 19, 2009",Tomasz Drwal,Tomasz Drwal,Drew McFedries,0-0,31-17,3-0,1-0,Middleweight,SUB-Rear-Naked-Choke,2,1:03
UFC 103: Franklin vs Belfort,"September 19, 2009",Jim Miller,Jim Miller,Steve Lopez,1-0,30-6,0-0,1-0,Lightweight,KO/TKO,2,0:48
UFC 103: Franklin vs Belfort,"September 19, 2009",Nik Lentz,Nik Lentz,Rafaello Oliveira,0-0,67-29,4-4,4-0,Lightweight,U-DEC,3,5:00
UFC 103: Franklin vs Belfort,"September 19, 2009",Rick Story,Rick Story,Brian Foster,0-0,18-6,3-0,1-1,Welterweight,SUB-Arm-Triangle,2,1:09
UFC 103: Franklin vs Belfort,"September 19, 2009",Eliot Marshall,Eliot Marshall,Jason Brilz,0-0,29-27,0-0,0-0,Light Heavyweight,S-DEC,3,5:00
UFC 103: Franklin vs Belfort,"September 19, 2009",Vladimir Matyushenko,Vladimir Matyushenko,Igor Pokrajac,0-0,44-17,4-1,1-0,Light Heavyweight,U-DEC,3,5:00
UFC 103: Franklin vs Belfort,"September 19, 2009",Rafael Dos Anjos,Rafael Dos Anjos,Rob Emerson,0-0,52-27,2-0,0-0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Nate Diaz,Nate Diaz,Melvin Guillard,0-1,21-11,2-3,2-0,Lightweight,SUB-Guillotine-Choke,2,2:13
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Gray Maynard,Gray Maynard,Roger Huerta,0-0,23-40,3-0,1-0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Carlos Condit,Carlos Condit,Jake Ellenberger,0-2,27-28,1-3,1-3,Welterweight,S-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Nate Quarry,Nate Quarry,Tim Credeur,2-1,53-40,0-0,0-1,Middleweight,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Brian Stann,Brian Stann,Steve Cantwell,0-0,44-35,0-0,0-0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Mike Pyle,Mike Pyle,Chris Wilson,0-0,12-19,2-1,2-1,Welterweight,SUB-Guillotine-Choke,3,2:15
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",CB Dollaway,CB Dollaway,Jay Silva,0-0,32-19,6-0,2-2,Middleweight,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Jeremy Stephens,Jeremy Stephens,Justin Buchholz,2-0,28-9,0-0,0-0,Lightweight,KO/TKO,1,3:23
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Mike Pierce,Mike Pierce,Brock Larson,0-0,27-11,6-0,0-1,Welterweight,U-DEC,3,5:00
UFC Fight Night: Diaz vs Guillard,"September 16, 2009",Ryan Jensen,Ryan Jensen,Steve Steinbeiss,0-0,9-7,1-0,1-0,Middleweight,SUB-Guillotine-Choke,1,3:56
UFC 102: Couture vs Nogueira,"August 29, 2009",Antonio Rodrigo Nogueira,Antonio Rodrigo Nogueira,Randy Couture,2-0,27-42,0-0,3-0,Heavyweight,U-DEC,3,5:00
UFC 102: Couture vs Nogueira,"August 29, 2009",Thiago Silva,Thiago Silva,Keith Jardine,1-0,5-3,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,1:35
UFC 102: Couture vs Nogueira,"August 29, 2009",Jake Rosholt,Jake Rosholt,Chris Leben,0-0,21-14,3-1,1-0,Middleweight,SUB-Arm-Triangle,3,1:30
UFC 102: Couture vs Nogueira,"August 29, 2009",Nate Marquardt,Nate Marquardt,Demian Maia,1-0,1-0,0-0,0-0,Middleweight,KO/TKO-Punch,1,0:21
UFC 102: Couture vs Nogueira,"August 29, 2009",Brandon Vera,Brandon Vera,Krzysztof Soszynski,0-0,62-41,1-1,0-0,Light Heavyweight,U-DEC,3,5:00
UFC 102: Couture vs Nogueira,"August 29, 2009",Aaron Simpson,Aaron Simpson,Ed Herman,1-0,25-7,3-0,0-0,Middleweight,KO/TKO,2,0:17
UFC 102: Couture vs Nogueira,"August 29, 2009",Gabriel Gonzaga,Gabriel Gonzaga,Chris Tuchscherer,1-0,22-0,0-0,0-0,Heavyweight,KO/TKO-Punches,1,2:27
UFC 102: Couture vs Nogueira,"August 29, 2009",Mike Russow,Mike Russow,Justin McCully,0-0,21-11,8-0,2-0,Heavyweight,U-DEC,3,5:00
UFC 102: Couture vs Nogueira,"August 29, 2009",Todd Duffee,Todd Duffee,Tim Hague,1-0,4-0,0-0,0-0,Heavyweight,KO/TKO-Punch,1,0:07
UFC 102: Couture vs Nogueira,"August 29, 2009",Mark Munoz,Mark Munoz,Nick Catone,0-0,53-38,2-3,2-1,Middleweight,S-DEC,3,5:00
UFC 102: Couture vs Nogueira,"August 29, 2009",Evan Dunham,Evan Dunham,Marcus Aurelio,1-0,58-27,1-3,0-1,Lightweight,S-DEC,3,5:00
UFC 101: Declaration,"August 08, 2009",BJ Penn,BJ Penn,Kenny Florian,0-0,57-19,1-0,1-0,Lightweight,SUB-Rear-Naked-Choke,4,3:54
UFC 101: Declaration,"August 08, 2009",Anderson Silva,Anderson Silva,Forrest Griffin,3-0,13-3,0-0,0-0,Light Heavyweight,KO/TKO-Punch,1,3:23
UFC 101: Declaration,"August 08, 2009",Aaron Riley,Aaron Riley,Shane Nelson,0-0,50-28,2-0,0-0,Lightweight,U-DEC,3,5:00
UFC 101: Declaration,"August 08, 2009",Johny Hendricks,Johny Hendricks,Amir Sadollah,1-0,7-2,0-0,0-0,Welterweight,KO/TKO-Punches,1,0:29
UFC 101: Declaration,"August 08, 2009",Ricardo Almeida,Ricardo Almeida,Kendall Grove,0-0,38-25,6-0,0-2,Middleweight,U-DEC,3,5:00
UFC 101: Declaration,"August 08, 2009",Kurt Pellegrino,Kurt Pellegrino,Josh Neer,0-0,21-24,3-0,0-1,Lightweight,U-DEC,3,5:00
UFC 101: Declaration,"August 08, 2009",John Howard,John Howard,Tamdan McCrory,0-0,19-11,5-2,1-1,Welterweight,S-DEC,3,5:00
UFC 101: Declaration,"August 08, 2009",Alessio Sakara,Alessio Sakara,Thales Leites,0-0,24-22,0-4,0-0,Middleweight,S-DEC,3,5:00
UFC 101: Declaration,"August 08, 2009",Matthew Riddle,Matthew Riddle,Dan Cramer,0-0,47-5,2-0,2-1,Welterweight,U-DEC,3,5:00
UFC 101: Declaration,"August 08, 2009",George Sotiropoulos,George Sotiropoulos,George Roop,0-0,14-5,3-0,1-0,Lightweight,SUB-Kimura,2,1:59
UFC 101: Declaration,"August 08, 2009",Jesse Lennox,Jesse Lennox,Danillo Villefort,0-0,37-43,1-1,0-1,Welterweight,KO/TKO,3,3:37
UFC 100,"July 11, 2009",Jon Fitch,Jon Fitch,Paulo Thiago,0-0,15-5,4-0,1-5,Welterweight,U-DEC,3,5:00
UFC 100,"July 11, 2009",Brock Lesnar,Brock Lesnar,Frank Mir,0-0,47-4,1-0,0-0,Heavyweight,KO/TKO-Punches,2,1:48
UFC 100,"July 11, 2009",Georges St-Pierre,Georges St-Pierre,Thiago Alves,1-0,59-30,10-0,1-0,Welterweight,U-DEC,5,5:00
UFC 100,"July 11, 2009",Dan Henderson,Dan Henderson,Michael Bisping,1-0,29-22,0-0,0-0,Middleweight,KO/TKO-Punch,2,3:20
UFC 100,"July 11, 2009",Yoshihiro Akiyama,Yoshihiro Akiyama,Alan Belcher,0-1,55-76,3-0,0-0,Middleweight,S-DEC,3,5:00
UFC 100,"July 11, 2009",Mark Coleman,Mark Coleman,Stephan Bonnar,0-0,20-26,3-0,0-3,Light Heavyweight,U-DEC,3,5:00
UFC 100,"July 11, 2009",Jim Miller,Jim Miller,Mac Danzig,0-0,37-20,6-0,1-1,Lightweight,U-DEC,3,5:00
UFC 100,"July 11, 2009",Jon Jones,Jon Jones,Jake O'Brien,0-0,25-11,0-0,1-0,Light Heavyweight,SUB-Guillotine-Choke,2,2:43
UFC 100,"July 11, 2009",Dong Hyun Kim,Dong Hyun Kim,TJ Grant,0-0,29-22,4-1,1-0,Welterweight,U-DEC,3,5:00
UFC 100,"July 11, 2009",Tom Lawlor,Tom Lawlor,CB Dollaway,0-0,0-1,0-0,1-0,Middleweight,SUB-Guillotine-Choke,1,0:55
UFC 100,"July 11, 2009",Shannon Gugerty,Shannon Gugerty,Matt Grice,0-0,1-4,1-0,2-0,Lightweight,SUB-Guillotine-Choke,1,2:36
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Diego Sanchez,Diego Sanchez,Clay Guida,1-0,68-29,1-2,3-0,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",James Wilks,James Wilks,DaMarques Johnson,0-0,17-13,2-0,8-0,Welterweight,SUB-Rear-Naked-Choke,1,4:54
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Chris Lytle,Chris Lytle,Kevin Burns,0-1,101-69,0-1,0-0,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Ross Pearson,Ross Pearson,Andre Winner,0-0,74-46,0-0,0-0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Joe Stevenson,Joe Stevenson,Nate Diaz,0-0,27-6,8-1,1-4,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Melvin Guillard,Melvin Guillard,Gleison Tibau,0-0,13-14,1-6,0-0,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Brad Blackburn,Brad Blackburn,Edgar Garcia,0-0,66-39,0-1,1-0,Welterweight,S-DEC,3,5:00
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Tomasz Drwal,Tomasz Drwal,Mike Ciesnolevicz,1-0,27-3,4-0,0-0,Light Heavyweight,KO/TKO-Knee,1,4:48
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Nick Osipczak,Nick Osipczak,Frank Lester,0-0,14-8,1-0,1-0,Welterweight,SUB-Rear-Naked-Choke,1,3:40
The Ultimate Fighter: United States vs. United Kingdom Finale,"June 20, 2009",Jason Dent,Jason Dent,Cameron Dollar,0-0,14-24,0-0,1-0,Lightweight,SUB-Anaconda-Choke,1,4:46
UFC 99: The Comeback,"June 13, 2009",Rich Franklin,Rich Franklin,Wanderlei Silva,0-0,52-38,1-1,0-0,Catch Weight,U-DEC,3,5:00
UFC 99: The Comeback,"June 13, 2009",Cain Velasquez,Cain Velasquez,Cheick Kongo,0-0,29-21,7-1,2-0,Heavyweight,U-DEC,3,5:00
